tic	at
PIR	803.6230
SENEA	675.6050
SENEA	719.3330
SENEA	744.7080
SENEA	738.0360
SENEA	803.1490
SENEA	768.8530
AGYS	374.4360
AGYS	330.3710
AGYS	312.3980
AGYS	204.1390
AGYS	196.9640
AGYS	190.8950
PJC	1320.1580
PJC	1320.1580
PJC	1703.3300
PJC	1703.3300
PJC	2033.7870
PJC	2033.7870
PJC	1655.7210
PJC	1655.7210
PJC	2087.7330
PJC	2087.7330
PJC	2318.1570
PJC	2318.1570
PBI	8736.4310
PBI	8533.9110
PBI	8444.0230
PBI	8147.1040
PBI	7859.8910
PBI	6772.7080
PW	9.1950
PW	9.1900
PW	9.1990
PW	10.1350
PW	10.6370
PW	12.0460
2638B	15.0480
2638B	15.8140
2638B	15.9850
2638B	16.2060
2638B	16.4790
2638B	16.8140
PLT	633.1200
PLT	655.3510
PLT	744.6470
PLT	672.4700
PLT	764.6050
PLT	811.8150
PLA.3	255.7850
PLA.3	196.8320
KGC	7387.5000
KGC	8013.2000
KGC	16397.1000
KGC	16508.8000
KGC	14882.4000
KGC	10286.7000
IPDN	3.7630
IPDN	5.1810
IPDN	5.1260
IPDN	22.0200
POLXF	6.3340
POLXF	5.7480
POLXF	5.6020
POLXF	5.5310
POLXF	5.5530
POLXF	5.7630
PORT	15.7610
PCH	938.3210
PCH	823.5650
PCH	781.7110
PCH	746.2200
PCH	718.8970
PCH	680.5300
POM	16475.0000
POM	15779.0000
POM	14480.0000
POM	14910.0000
POM	15776.0000
POM	14848.0000
POWL	397.6340
POWL	404.8400
POWL	400.7120
POWL	421.6760
POWL	448.3120
POWL	530.9030
PWCDF	143671.0000
PWCDF	143671.0000
PWCDF	143007.0000
PWCDF	143007.0000
PWCDF	146066.0000
PWCDF	146066.0000
PWCDF	255496.0000
PWCDF	255496.0000
PWCDF	271645.0000
PWCDF	271645.0000
PWCDF	345005.0000
PWCDF	345005.0000
PPD	162.8430
PPD	162.8430
PPD	157.9880
PPD	157.9880
PPD	165.3190
PPD	165.3190
PCP	6721.4000
PCP	7660.7000
PCP	8955.9000
PCP	10558.8000
PCP	16896.0000
PCP	18586.0000
PDNLB	27.8920
PDNLB	27.6420
PDNLB	23.9380
PDNLB	16.3740
PDNLB	16.0100
PDNLB	1.4240
PG	143992.0000
PG	134833.0000
PG	128172.0000
PG	138354.0000
PG	132244.0000
PG	139263.0000
1279B	52.3870
1279B	39.0750
ASN
ASN
ASN
ASN	14375.5410
PL	39572.4490
PL	39572.4490
PL	42311.5870
PL	42311.5870
PL	47562.7860
PL	47562.7860
PL	52932.0850
PL	52932.0850
PL	57384.6720
PL	57384.6720
PL	68784.1070
PL	68784.1070
NU4	2628.8330
NU4	2697.1910
NU4	2889.8400
NU4	3116.5410
NU4	3114.5970
NU4	3086.7180
PNM	6147.9820
PNM	5359.9210
PNM	5225.0830
PNM	5204.6130
PNM	5372.5830
PNM	5500.2100
SCG2	1552.9740
SCG2	1475.5140
SCG2	1566.6340
SCG2	1552.0950
SCG2	1612.8090
SCG2	1632.3370
AEP12	3100.7980
AEP12	3169.2070
AEP12	3284.0710
AEP12	3280.1040
AEP12	3325.1730
AEP12	3526.6940
PEG	29049.0000
PEG	28730.0000
PEG	29909.0000
PEG	29821.0000
PEG	31725.0000
PEG	32522.0000
PUSH	8089.6720
PUSH	9004.2920
PUSH	10159.0870
PUSH	11268.2320
PUSH	12278.3200
PUSH	13546.6410
5495B	8368.4060
5495B	11900.1400
5495B	11929.3360
5495B	12384.7100
5495B	12801.5790
5495B	12906.5750
PHM	7708.4580
PHM	10051.2220
PHM	7699.3760
PHM	6885.6200
PHM	6734.4090
PHM	8734.1430
PGAI	1.6690
PGAI	1.6190
PGAI	1.5390
PGAI	1.4690
PGAI	1.3750
PGAI	1.2710
PCYO	109.8990
PCYO	108.0910
PCYO	106.3780
PCYO	116.1230
PCYO	111.5820
PCYO	108.6180
AGX	135.1640
AGX	120.2730
AGX	130.5420
AGX	205.2520
AGX	234.7240
AGX	323.3060
PDO	10.2770
PDO	10.1420
PDO	10.6300
PDO	11.8820
PDO	12.7610
PDO	14.1800
KWR	385.4390
KWR	398.4710
KWR	449.4300
KWR	505.5210
KWR	536.6340
KWR	584.1460
QSII	242.1010
QSII	310.1800
QSII	378.6860
QSII	440.3520
QSII	443.0550
QSII	445.0580
ASYS	102.3550
ASYS	92.5260
ASYS	136.1010
ASYS	205.8650
ASYS	129.0220
ASYS	110.9470
QTM	549.3690
QTM	504.1430
QTM	430.9650
QTM	395.3480
QTM	371.1400
QTM	361.7980
QBCRF	8058.7000
QBCRF	8352.8000
QBCRF	8793.0000
QBCRF	9038.8000
QBCRF	9007.8000
QBCRF	9016.4000
STR	8630.7000
STR	8897.7000
STR	3373.6000
STR	3532.8000
STR	3757.1000
STR	4054.3000
QUIX	121.5430
QUIX	85.5920
RCMT	78.8410
RCMT	78.2090
RCMT	83.0120
RCMT	86.1780
RCMT	84.5480
RCMT	86.5240
RJF	20731.8590
RJF	20731.8590
RJF	18226.7280
RJF	18226.7280
RJF	17883.0810
RJF	17883.0810
RJF	18006.9950
RJF	18006.9950
RJF	21160.2650
RJF	21160.2650
RJF	23186.1220
RJF	23186.1220
RES	793.4610
RES	649.0430
RES	887.8710
RES	1338.2110
RES	1367.1630
RES	1383.8600
RPM	3409.9210
RPM	3004.0240
RPM	3515.0290
RPM	3560.0200
RPM	4115.5260
RPM	4378.3650
USLM	166.1290
USLM	172.0700
USLM	188.4980
USLM	202.5580
USLM	174.2460
USLM	187.5260
RAVN	144.4150
RAVN	170.3090
RAVN	187.7600
RAVN	245.7030
RAVN	273.2100
RAVN	301.8190
RTN	23296.0000
RTN	23607.0000
RTN	24422.0000
RTN	25854.0000
RTN	26686.0000
RTN	25967.0000
IHT	30.4370
IHT	28.4740
IHT	27.9350
IHT	27.3820
IHT	26.2820
IHT	25.4090
RBC	2023.4960
RBC	2112.2370
RBC	2449.1360
RBC	3266.5150
RBC	3569.1000
RBC	3643.5000
RGS	2235.8710
RGS	1892.4860
RGS	1919.5720
RGS	1805.7530
RGS	1571.8460
RGS	1390.4920
RTMAF	633.2390
RTMAF	631.3920
RTMAF	657.6240
RTMAF	633.8610
RTMAF	594.5550
RTMAF	589.9390
RLBY	0.0430
RLBY	0.0210
RLBY	0.0020
RLBY	0.0040
RLBY	0.0000
RLBY	0.0000
HBC2	185569.0000
HBC2	185569.0000
HBC2	171079.0000
HBC2	171079.0000
HBC2	183813.0000
HBC2	183813.0000
HBC2	210280.0000
HBC2	210280.0000
HBC2	196567.0000
HBC2	196567.0000
HBC2	185487.0000
HBC2	185487.0000
AN	6014.1000
AN	5407.3000
AN	5974.2000
AN	6198.8000
AN	7203.0000
AN	7914.1000
REXI	762.6500
REXI	762.6500
REXI	375.8400
REXI	375.8400
REXI	234.2530
REXI	234.2530
REXI	422.5060
REXI	422.5060
REXI	2644.2630
REXI	2644.2630
REXI	2318.4510
REXI	2318.4510
TRIN.	36020.0000
RELL	248.8150
RELL	234.8150
RELL	314.0540
RELL	231.4230
RELL	217.3180
RELL	203.5450
RICOY	25388.8380
RICOY	25524.0150
RICOY	27336.8290
RICOY	27780.0990
RICOY	25071.1240
RICOY	25163.7310
DSVTF	209.7350
DSVTF	175.9230
DSVTF	34.9840
DSVTF	43.7610
DSVTF	41.9450
DSVTF	40.7210
RSKIA	26.8430
RSKIA	28.1980
RSKIA	29.5880
RSKIA	31.3870
RSKIA	32.4560
RSKIA	35.0830
RAD	8326.5400
RAD	8049.9110
RAD	7555.8500
RAD	7364.2910
RAD	7078.7190
RAD	6944.8710
RGCO	118.1280
RGCO	118.8020
RGCO	120.6830
RGCO	125.5490
RGCO	129.7560
RGCO	124.5270
RBN	864.7170
RBN	796.8540
RBN	817.0210
RBN	1582.9660
RBN	1523.2630
EDVC	23.2240
EDVC	22.8450
ROK	4593.6000
ROK	4305.7000
ROK	4748.3000
ROK	5284.9000
ROK	5636.5000
ROK	5844.6000
RMMI	0.2230
RCI	17093.0000
RCI	17018.0000
RCI	17330.0000
RCI	18362.0000
RCI	19618.0000
RCI	23601.0000
ROG	475.4330
ROG	407.4780
ROG	484.8740
ROG	677.6280
ROG	760.0240
ROG	806.5340
ROH	9909.0000
ROL	572.5170
ROL	566.4960
ROL	619.0140
ROL	645.6500
ROL	692.5060
ROL	739.2170
RONCQ	14.8370
RONCQ	17.2200
SURW	633.8090
SURW	622.8630
SURW	603.1810
SURW	612.0760
ROST	2355.5110
ROST	2768.6330
ROST	3116.2040
ROST	3301.2090
ROST	3670.5610
ROST	3896.7970
RSE
RSE	1722.0450
RSE	1644.2640
RSE	1583.5240
RSE	1905.0730
RSE	2019.5100
RDC	4548.8920
RDC	5210.6940
RDC	6217.4570
RDC	6597.8450
RDC	7699.4870
RDC	7975.7610
RGLD	545.8500
RGLD	809.9240
RGLD	1861.3330
RGLD	1902.7020
RGLD	2373.0450
RGLD	2905.3410
HTSI	1696.4070
HTSI	1844.3210
HTSI	1889.8860
HTSI	1984.4240
HTSI	1952.4880
HTSI	2013.2370
KIDBQ	235.4340
KIDBQ	206.8780
KIDBQ	242.4960
KIDBQ	192.8460
KIDBQ	140.8940
KIDBQ	120.2560
R	6689.5080
R	6259.8300
R	6652.3740
R	7617.8350
R	8318.9790
R	9103.7820
RYL	1862.9880
RYL	1685.4530
RYL	1652.7030
RYL	1579.1440
RYL	1933.9190
RYL	2780.3420
SEIC	1341.7150
SEIC	1341.7150
SEIC	1533.8080
SEIC	1533.8080
SEIC	1377.2230
SEIC	1377.2230
SEIC	1294.5590
SEIC	1294.5590
SEIC	1309.8240
SEIC	1309.8240
SEIC	1439.1690
SEIC	1439.1690
PGNT	10.6180
PGNT	8.4130
PGNT	7.5870
PGNT	6.7510
PGNT	8.2720
PGNT	5.4070
SJW	850.8770
SJW	878.4740
SJW	935.3620
SJW	1038.8100
SJW	1087.4990
SJW	1109.9860
SLI	101.2860
SLI	99.4510
SLI	104.8990
SLI	111.2260
SLI	107.1370
SLI	113.3340
PVCT	10.5180
PVCT	10.2340
PVCT	14.4030
PVCT	13.3500
PVCT	6.2040
PVCT	20.0080
VRX.1	1187.3520
VRX.1	1305.4790
SBR	7.1180
SBR	5.5240
SBR	5.3630
SBR	6.2570
SBR	5.2550
SBR	6.9490
SFE	232.4020
SFE	282.0990
SFE	337.0500
SFE	406.6360
SFE	374.1440
SFE	345.9960
SWY	17484.7000
SWY	14963.6000
SWY	15148.1000
SWY	15073.6000
SWY	14657.0000
SWY	17219.5000
ARHN	209.9740
ARHN	196.9840
ARHN	184.1230
STJ	5722.5040
STJ	6425.8110
STJ	8566.4480
STJ	9005.1930
STJ	9271.0000
STJ	10248.0000
STLS.1	0.0840
STLS.1	0.0530
SJT	25.3770
SJT	22.1850
SJT	19.9690
SJT	20.2460
SJT	13.5840
SJT	15.6200
HSH	10830.0000
HSH	9417.0000
HSH	8836.0000
HSH	9533.0000
HSH	2450.0000
HSH	2434.0000
0053A	548.1780
0053A	490.4230
SCG	11502.0000
SCG	12094.0000
SCG	12968.0000
SCG	13534.0000
SCG	14616.0000
SCG	15164.0000
SGP	28117.0000
SLB	31990.7250
SLB	33465.0000
SLB	51767.0000
SLB	55201.0000
SLB	61547.0000
SLB	67100.0000
SCHL	1608.8000
SCHL	1600.4000
SCHL	1487.0000
SCHL	1670.3000
SCHL	1441.0000
SCHL	1528.5000
SHLM	890.4210
SHLM	797.4890
SHLM	1071.3250
SHLM	1239.9870
SHLM	1193.7670
SHLM	1238.3420
LTTC	11.0900
LTTC	8.8320
LTTC	9.1450
LTTC	5.9440
LTTC	4.9400
LTTC	4.7640
TRTI	13.2050
TRTI	11.2150
SCND	4.7770
SCND	4.8310
SCND	5.1650
SCND	5.0130
SCND	5.7720
SCND	6.1530
3SCRD
SCIXF	363.8020
SCIXF	3975.4660
SCIXF	4174.0220
SCIXF	3951.1980
SCIXF	2777.9210
SCIXF	254.6360
SLGD	16.4930
SLGD	14.7640
SLGD	14.3570
SLGD	13.8770
SLGD	12.7960
SLGD	8.3580
SEB	2331.3610
SEB	2337.1330
SEB	2734.0860
SEB	3006.7280
SEB	3347.7810
SEB	3418.0480
APPS	91.1900
APPS	46.7810
APPS	14.2030
APPS	14.7960
APPS	12.4850
APPS	45.0950
LPTC	0.9140
LPTC	0.5590
LPTC	0.4070
LPTC	0.4460
LPTC	1.8680
LPTC	1.4520
SEE	4986.0000
SEE	5420.1000
SEE	5399.4000
SEE	11496.7000
SEE	9437.2000
SEE	9134.2000
IIN	39.4620
IIN	37.3630
IIN	36.2670
IIN	40.7300
IIN	39.1320
IIN	32.7200
SMTC	420.7950
SMTC	514.2940
SMTC	659.9430
SMTC	726.3210
SMTC	1171.0130
SMTC	948.9400
SKCO	0.1400
SKCO	0.0030
SKCO	0.0080
SKCO	0.0030
SCI	8110.8830
SCI	8890.9810
SCI	9190.5400
SCI	9327.8120
SCI	9683.5680
SCI	12906.0700
5946B	7493.6270
5946B	7146.3890
5946B	7098.0900
5946B	7146.8230
5946B	6410.9140
5946B	5911.5260
LGN.2	555.4140
LGN.2	452.9630
SVT	26.8850
SVT	27.6340
SVT	28.5060
SVT	30.4230
SVT	29.3030
SVT	30.0030
SAWLF	1228.4660
SAWLF	1185.9770
SAWLF	1231.1820
SAWLF	1223.2650
SAWLF	1927.5690
SAWLF	1651.9280
SHEN	265.9810
SHEN	271.7250
SHEN	466.4370
SHEN	479.9790
SHEN	570.7400
SHEN	597.0060
SHW	4415.7590
SHW	4323.8550
SHW	5169.2350
SHW	5229.2520
SHW	6234.7370
SHW	6382.5070
SRP1	3462.5450
SRP1	3342.1450
SRP1	3347.0220
SRP1	3184.0080
SRP1	3316.2730
SRP1	3369.0000
JDOGQ	14.8170
JDOGQ	10.2600
JDOGQ	8.7190
JDOGQ	6.9800
SIF	60.1490
SIF	65.7700
SIF	69.6500
SIF	80.0110
SIF	106.5450
SIF	105.7650
SIAL	2556.5000
SIAL	2713.8000
SIAL	3014.0000
SIAL	3281.0000
SIAL	3820.0000
SIAL	3805.0000
SYMM	378.5690
SYMM	276.4420
SYMM	231.3870
SYMM	235.8400
SYMM	231.0250
SYMM	230.9280
MUX	277.6770
MUX	291.9790
MUX	261.6250
MUX	310.3550
MUX	1150.9370
MUX	923.0660
PVSP	2.1530
PVSP	0.3870
PVSP	0.2060
PVSP	0.2080
PVSP	0.1780
PVSP	0.2010
SKY	168.1190
SKY	130.7130
SKY	99.0990
SKY	78.8560
SKY	67.9270
SKY	65.7540
AOS	1883.9000
AOS	1901.3000
AOS	2112.0000
AOS	2349.0000
AOS	2265.2000
AOS	2391.5000
SII	10816.2240
SII	10739.4150
0173A	7202.5000
0173A	7708.9000
0173A	7611.8000
0173A	7422.2000
0173A	7716.4000
0173A	9954.8000
SJM	8192.1610
SJM	7974.8530
SJM	8324.5850
SJM	9115.2260
SJM	9031.8000
SJM	9072.1000
SNA	2710.3000
SNA	3447.4000
SNA	3729.4000
SNA	3672.9000
SNA	3902.3000
SNA	4110.0000
KEY	104531.0000
KEY	104531.0000
KEY	93287.0000
KEY	93287.0000
KEY	91843.0000
KEY	91843.0000
KEY	88785.0000
KEY	88785.0000
KEY	89236.0000
KEY	89236.0000
KEY	92934.0000
KEY	92934.0000
SOFT	7.5800
SOFT
SOFT	7.7760
SOFT	6.5480
SOFT	7.7140
SOFT	4.7240
SODI	9.7650
SODI	10.2330
SODI	11.7120
SODI	12.2130
SODI	12.3800
SODI	12.7070
SNSTA	127.0400
SNSTA	80.7310
SNSTA	86.1900
SON	3086.4660
SON	3062.5800
SON	3281.0140
SON	3986.1700
SON	4176.0650
SON	3979.2910
SNE	122586.8470
SNE	137752.8260
SNE	156174.3350
SNE	161335.6020
SNE	150873.9590
SNE	148899.9800
SCG1	9052.0000
SCG1	9813.0000
SCG1	10574.0000
SCG1	11037.0000
SCG1	12104.0000
SCG1	12700.0000
SJI	1793.4270
SJI	1782.0080
SJI	2076.6150
SJI	2247.5100
SJI	2631.4400
SJI	2924.8550
PES	824.4790
PES	822.6160
PES	841.3430
PES	1172.7540
PES	1339.7760
PES	1229.6230
EIX	44615.0000
EIX	41444.0000
EIX	45530.0000
EIX	48039.0000
EIX	44394.0000
EIX	46646.0000
SRE2	7351.0000
SRE2	7287.0000
SRE2	7986.0000
SRE2	8475.0000
SRE2	9071.0000
SRE2	9147.0000
AWR	1061.2870
AWR	1113.2930
AWR	1192.0350
AWR	1238.3620
AWR	1280.9430
AWR	1310.1830
SO	48347.0000
SO	52046.0000
SO	55032.0000
SO	59267.0000
SO	63149.0000
SO	64546.0000
SNT1	2629.0000
SNT1	2659.0000
SNT1	2687.0000
SNT1	3045.0000
SNT1	2984.0000
SNT1	2957.0000
SUG	7997.9070
SUG	8075.0740
SUG	8238.5430
SUG	8270.8590
LUV	14308.0000
LUV	14269.0000
LUV	15463.0000
LUV	18068.0000
LUV	18596.0000
LUV	19345.0000
SWX	3820.3840
SWX	3906.2920
SWX	3984.1930
SWX	4276.0070
SWX	4488.0570
SWX	4565.1740
SWWC	527.2070
SWWC	400.0950
T	265245.0000
T	268752.0000
T	268488.0000
T	270344.0000
T	272315.0000
T	277787.0000
AEP13	4253.0850
AEP13	4640.0330
AEP13	5243.5670
AEP13	5601.7830
AEP13	6341.6530
AEP13	6561.7820
SWN	4760.1580
SWN	4770.2500
SWN	6017.4630
SWN	7902.8970
SWN	6737.5270
SWN	8047.7260
NCE2	2987.1070
NCE2	2956.0010
NCE2	3001.6630
NCE2	3223.8490
NCE2	3517.9410
NCE2	4017.0700
SPAN	24.1130
SPAN	26.8350
SPAN	27.2120
SPAN	30.5960
SPAN	37.6480
SPAN	36.3770
SPAR	261.1400
SPAR	293.2770
SPAR	241.7490
SPAR	248.6090
SPAR	245.1510
SPAR	253.2820
SEH	762.4190
SEH	653.6880
SEH	577.1410
SEH	549.7020
SEH	544.6330
SPA	142.7260
SPA	155.0020
SPA	119.8610
SPA	122.6090
SPA	144.5550
SPA	166.2000
SPEC.2	134.7840
SPEC.2	143.7290
SPEC.2	157.6220
SPIR	68.0180
SPIR	53.3930
SPIR	34.5850
SPIR	24.1780
SPIR	16.6250
SPIR	16.0690
STAA	52.5820
STAA	58.6810
STAA	40.5850
STAA	49.0060
STAA	54.7590
STAA	61.9310
STDE	0.2490
SMSC	429.6860
SMSC	479.3360
SMSC	539.0920
SMSC	513.9860
SMP	575.0270
SMP	484.4590
SMP	492.8010
SMP	550.7220
SMP	576.5940
SMP	615.5230
CAA	2249.8540
CAA	1861.0110
CAA	2133.1230
CAA	2200.3830
CAA	3113.0740
CAA	3662.1050
SRCTQ	413.3770
SRCTQ	379.7210
SRCTQ	369.8310
SRCTQ	293.8610
SRCTQ	259.9040
SRCTQ	480.8770
SXI	523.0340
SXI	433.7090
SXI	446.2790
SXI	474.9050
SXI	479.8110
SXI	510.5730
SWK	4879.2000
SWK	4769.1000
SWK	15139.4000
SWK	15949.0000
SWK	15844.0000
SWK	16535.1000
NDDG
NDDG	0.0030
SCX	250.2850
SCX	194.2410
SCX	200.1340
SCX	227.1790
SCX	252.1660
SCX	230.7940
STT	173631.0000
STT	173631.0000
STT	157946.0000
STT	157946.0000
STT	160505.0000
STT	160505.0000
STT	216827.0000
STT	216827.0000
STT	222582.0000
STT	222582.0000
STT	243291.0000
STT	243291.0000
SCL	611.8970
SCL	634.2030
SCL	811.4310
SCL	901.1180
SCL	985.4780
SCL	1167.2020
STL.2	2214.6980
STL.2	2214.6980
STL.2	2165.6090
STL.2	2165.6090
STL.2	2360.4570
STL.2	2360.4570
STL.2	2493.2970
STL.2	2493.2970
STL.2	2750.8420
STL.2	2750.8420
PREIF
PREIF	4.2790
PREIF	3.4760
STC	1449.2260
STC	1449.2260
STC	1369.1600
STC	1369.1600
STC	1141.2060
STC	1141.2060
STC	1156.1410
STC	1156.1410
STC	1291.1770
STC	1291.1770
STC	1326.0580
STC	1326.0580
PSA	9936.0450
PSA	9936.0450
PSA	9805.6450
PSA	9805.6450
PSA	9495.3330
PSA	9495.3330
PSA	8932.5620
PSA	8932.5620
PSA	8793.4030
PSA	8793.4030
PSA	9876.2660
PSA	9876.2660
SYK	7603.3000
SYK	9071.3000
SYK	10895.1000
SYK	12405.0000
SYK	13206.0000
SYK	15743.0000
NAVI	168768.4370
NAVI	168768.4370
NAVI	169985.2980
NAVI	169985.2980
NAVI	205307.0490
NAVI	205307.0490
NAVI	193345.0000
NAVI	193345.0000
NAVI	181260.0000
NAVI	181260.0000
NAVI	159543.0000
NAVI	159543.0000
RGR	112.7600
RGR	141.6790
RGR	157.7610
RGR	206.5100
RGR	174.4860
RGR	277.1180
SMFG	1206628.5840
SMFG	1206628.5840
SMFG	1318624.3340
SMFG	1318624.3340
SMFG	1665093.0090
SMFG	1665093.0090
SMFG	1735719.8390
SMFG	1735719.8390
SMFG	1579192.8630
SMFG	1579192.8630
SMFG	1568599.5980
SMFG	1568599.5980
SUN.1	11150.0000
SUN.1	11895.0000
SUN.1	13297.0000
SUN.1	11982.0000
SNR.1	81.7830
SNR.1	57.7580
STI	189137.9610
STI	189137.9610
STI	174164.7350
STI	174164.7350
STI	172874.0000
STI	172874.0000
STI	176859.0000
STI	176859.0000
STI	173442.0000
STI	173442.0000
STI	175335.0000
STI	175335.0000
SVU	17604.0000
SVU	16436.0000
SVU	13758.0000
SVU	12053.0000
SVU	11034.0000
SVU	4374.0000
SUP	628.5390
SUP	541.8530
SUP	572.4420
SUP	593.2310
SUP	599.6010
SUP	653.3880
SGC	79.5910
SGC	73.5680
SGC	74.1940
SGC	80.9470
SGC	78.9130
SGC	125.4940
SUPX	190.3040
SUPX	205.2180
SUPX	220.5960
SUPX	207.6400
SUPX	196.7780
STRN	15.0490
STRN	19.5280
STRN	22.9870
STRN	24.0830
STRN	26.9100
STRN	28.1430
SNKI	52.0140
SNKI	50.6830
SNKI	56.0880
SNKI	57.6420
SWTF	1517.2880
SWTF	1434.7650
SWTF	1746.3750
SWTF	2212.4690
SWTF	2444.0610
SWTF	2698.5050
GROV
GROV	0.0290
TPHS	215.1230
TPHS	269.0790
TPHS	270.7740
TPHS	178.1840
TPHS	159.1040
TPHS	175.3780
SYNL	94.3660
SYNL	78.2520
SYNL	81.3750
SYNL	98.9160
SYNL	148.5070
SYNL	163.2600
3NZYM	13.0070
3NZYM	13.2750
SYY	10082.2930
SYY	10216.6190
SYY	10313.7010
SYY	11385.5550
SYY	12094.9720
SYY	12663.9470
TTDKY	11104.7500
TTDKY	11685.8460
TTDKY	12818.3920
TTDKY	13018.1900
TTDKY	12421.8560
TTDKY	12037.1820
TE	7147.4000
TE	7219.5000
TE	7194.6000
TE	7322.2000
TE	7356.5000
TE	7448.0000
TELOZ	3.0040
TELOZ	1.2900
TELOZ	0.3750
TELOZ	0.9640
TELOZ	0.2410
TELOZ	0.8880
TIII	39.7210
TIII	40.9620
TIII	51.3740
TIII	47.3240
TNRK	8.0080
TNRK	5.9700
TNRK	6.4030
TNRK	4.7560
TRR	397.3190
TRR	336.8960
TRR	287.7950
TRR	276.0600
TRR	275.1280
TRR	307.7640
TSRI	15.3880
TSRI	15.6120
TSRI	17.1410
TSRI	17.1650
TSRI	13.6190
TSRI	13.5630
TE1	6108.6000
TE1	6273.8000
TE1	6438.5000
TE1	6571.4000
TE1	6766.2000
TE1	6875.8000
RSHCQ	2283.5000
RSHCQ	2429.3000
RSHCQ	2175.4000
RSHCQ	2175.1000
RSHCQ	2299.1000
RSHCQ	1591.2000
ETUB
ETUB
HUT.
HUT.
TSTY	159.1970
TSTY	189.4700
TSTY	153.8400
TAYD	17.4310
TAYD	18.6000
TAYD	19.8780
TAYD	26.4620
TAYD	25.6190
TAYD	27.4310
TISI	275.9210
TISI	264.9890
TISI	355.4860
TISI	403.7880
TISI	460.2030
TISI	484.9410
TCCO	6.7140
TCCO	9.3220
TCCO	14.8260
TCCO	14.8430
TCCO	12.8400
TCCO	12.3510
PULS	769.9110
PULS	379.9110
PULS	224.5990
PULS	173.4370
PULS	188.5980
PULS	188.8340
SSY	111.6240
SSY	107.3830
SSY	98.4900
SSY	91.8300
SSY	79.1720
SSY	68.0030
TRCI	25.4790
TRCI	33.5380
TCK	31533.0000
TCK	29873.0000
TCK	29209.0000
TCK	34219.0000
TCK	34617.0000
TCK	36183.0000
TECU	798.5000
TECU	767.1000
TECU	761.8000
TECU	563.7000
TECU	527.9000
TECU	487.4000
TRC	187.0720
TRC	187.0720
TRC	234.7440
TRC	234.7440
TRC	288.0910
TRC	288.0910
TRC	321.9760
TRC	321.9760
TRC	327.8560
TRC	327.8560
TRC	342.8790
TRC	342.8790
ATI	4170.4000
ATI	4346.0000
ATI	4493.6000
ATI	6046.9000
ATI	6247.8000
ATI	6898.5000
TFX	3926.7440
TFX	3839.0050
TFX	3643.1550
TFX	3924.1030
TFX	3739.4970
TFX	4209.0070
TDS	7652.4160
TDS	7608.7840
TDS	7762.5190
TDS	8201.0050
TDS	8623.9000
TDS	8904.1470
TLAB	2508.2000
TLAB	2622.8000
TLAB	2602.9000
TLAB	2248.0000
TLAB	1638.1000
TIN	5869.0000
TIN	5709.0000
TIN	5909.0000
TNC	456.6040
TNC	377.7260
TNC	403.6680
TNC	424.2620
TNC	420.7600
TNC	456.3060
TEN	2828.0000
TEN	2841.0000
TEN	3167.0000
TEN	3337.0000
TEN	3608.0000
TEN	3830.0000
3015A	37137.0000
3015A	40017.0000
3015A	42753.0000
3015A	46393.0000
3015A	47334.0000
3015A	46106.0000
AMIC	130.6250
AMIC	134.3820
AMIC	133.3490
AMIC	132.7800
AMIC	158.9830
AMIC	168.3940
TER	1235.2470
TER	1235.3370
TER	1810.3550
TER	2188.6390
TER	2429.3450
TER	2629.8240
TSO	7433.0000
TSO	8070.0000
TSO	8732.0000
TSO	9892.0000
TSO	10702.0000
TSO	13389.0000
CHEXF
CHEXF	0.3950
CHEXF	1.4020
ALFA
ALFA
BEES	1.0670
BEES	0.1450
BEES	0.2150
ETAH	0.0590
ETAH	0.2380
ETAH	0.1900
ETAH	0.4300
TZZ.	220.3340
TZZ.	245.9270
UAL2	12686.0000
UAL2	12781.0000
UAL2	19688.0000
UAL2	18245.0000
UAL2	20802.0000
UAL2	37286.0000
TXI	1572.5440
TXI	1531.7470
TXI	1551.0110
TXI	1576.9280
TXI	1635.8250
TXN	11923.0000
TXN	12119.0000
TXN	13401.0000
TXN	20497.0000
TXN	20021.0000
TXN	18938.0000
PNM2	971.9980
PNM2	1009.0550
PNM2	1010.9570
PNM2	1037.4450
PNM2	1086.2290
PNM2	1162.4310
TPL	30.7850
TPL	26.7880
TPL	24.9890
TPL	27.4320
TPL	21.1870
TPL	22.3570
0033A	59263.0000
0033A	59662.0000
0033A	46388.0000
0033A	44077.0000
0033A	40970.0000
0033A	36446.0000
0032A	43000.0000
0032A	43245.0000
0032A	39144.0000
0032A	37340.0000
0032A	32973.0000
0032A	28798.0000
TVOC	11.2610
TVOC	11.4540
TVOC	12.3270
TVOC	13.5100
TVOC	14.0520
TVOC	22.7980
TXT	20020.0000
TXT	18940.0000
TXT	15282.0000
TXT	13615.0000
TXT	13033.0000
TXT	12944.0000
TMO	21090.0000
TMO	21625.0000
TMO	21349.4000
TMO	26833.7000
TMO	27444.6000
TMO	31863.4000
TDYT	11.8130
TDYT	7.8230
TDYT	5.2420
TNB	2410.6020
TNB	2453.4070
TNB	2632.3930
TNB	2823.7210
THO	996.5620
THO	951.1240
THO	964.0730
THO	1198.0700
THO	1243.0540
THO	1328.2680
THOR	684.5840
THOR	746.5570
THOR	837.7430
THOR	680.9880
THOR	698.3640
THOR	791.7070
COMS	1815.3570
TIRTZ	2.4700
TIRTZ	1.5480
TIRTZ	1.3120
TIRTZ	0.9630
