tic	at
CAMP	179.2650
0176A	70121.3900
0176A	70121.3900
0176A	85598.1280
0176A	85598.1280
0176A	79097.0000
0176A	79097.0000
0176A	89676.0000
0176A	89676.0000
0176A	96992.0000
0176A	96992.0000
0176A	105894.0000
0176A	105894.0000
KRED	0.6410
CWT	1418.1070
CWT	1525.5810
CWT	1692.0660
CWT	1854.5870
CWT	1995.9240
CWT	1959.8550
CPB	6474.0000
CPB	6056.0000
CPB	6276.0000
CPB	6862.0000
CPB	6530.0000
CPB	8323.0000
MLFNF	3452.1010
MLFNF	3057.4640
MLFNF	2996.7950
MLFNF	2940.4590
MLFNF	3243.6960
MLFNF	3599.0920
CNI	26720.0000
CNI	25176.0000
CNI	25206.0000
CNI	26026.0000
CNI	26659.0000
CNI	30163.0000
NXY	22155.0000
NXY	22900.0000
NXY	21907.0000
NXY	20068.0000
NXY	20537.0000
CP	15469.8000
CP	15531.4000
CP	13675.9000
CP	14110.0000
CP	14727.0000
CP	17060.0000
CDNAF	7788.1000
CDNAF	8789.5000
CDNAF	8764.1000
CDNAF	12338.8000
CDNAF	13181.4000
CDNAF	13630.0000
STZ	8036.5000
STZ	8094.3000
STZ	7167.6000
STZ	7109.9000
STZ	7638.1000
STZ	14302.1000
CAJ	43625.6480
CAJ	41336.0230
CAJ	48779.4780
CAJ	51061.6650
CAJ	45654.4670
CAJ	40310.7840
CPTP	24.3270
CPTP	24.7620
CPTP	26.1600
CPTP	24.9720
CPTP	24.5590
CPTP	24.8100
CAH	23448.2000
CAH	25118.8000
CAH	19990.2000
CAH	22845.9000
CAH	24260.0000
CAH	25819.0000
CSL	2075.9000
CSL	1914.1000
CSL	2529.5000
CSL	3137.9000
CSL	3457.3000
CSL	3493.0000
ASWRF	9.5550
ASWRF	13.1850
ASWRF	13.5280
ASWRF	13.9070
ASWRF	12.7640
ASWRF	12.1530
DUK8	29873.0000
DUK8	31236.0000
DUK8	33054.0000
DUK8	35059.0000
DUK8	37405.0000
DUK8	37969.0000
CRS	1712.2000
CRS	1497.4000
CRS	1583.2000
CRS	1991.9000
CRS	2627.8000
CRS	2882.9000
TAST1	450.1980
TAST1	439.9770
TAST1	426.3020
CASC.	397.5830
CASC.	341.9310
CASC.	359.1790
CASC.	394.5590
CASC.	425.6720
CASY	1262.6950
CASY	1388.7750
CASY	1610.9550
CASY	1774.8150
CASY	1984.0180
CASY	2304.8760
CAS	679.0340
CAS	558.0010
CAS	529.3520
CAS	822.3230
CAS	788.8060
CAS	679.8220
DOLE	4364.6190
DOLE	4107.0230
DOLE	4256.9900
DOLE	4270.0710
DOLE	4229.7710
CAT	67782.0000
CAT	60038.0000
CAT	64020.0000
CAT	81446.0000
CAT	89356.0000
CAT	84896.0000
CATO	435.3530
CATO	480.9900
CATO	522.0920
CATO	551.0890
CATO	532.6460
CATO	596.9180
CVCO	178.6310
CVCO	232.3420
CVCO	269.4420
CVCO	437.3340
CVCO	444.4990
CVCO	469.2390
RFIL	17.7680
RFIL	16.5980
RFIL	19.1090
RFIL	24.3780
RFIL	25.4640
RFIL	28.9530
ABAT	77.7520
ABAT	157.8260
ABAT	227.5980
CTX.2	5918.1140
BBVA1
BBVA1
BBVA1
BBVA1
BBVA1
BBVA1
BBVA1	63319.3670
BBVA1	63319.3670
BBVA1	69236.6950
BBVA1	69236.6950
BBVA1	71965.4760
BBVA1	71965.4760
CTNR	18.5610
CTNR	15.3210
CTNR	14.6050
CTNR	13.1680
CTNR	11.2910
CTNR	10.5230
CHG	1730.1830
CHG	1697.8830
CHG	1729.2750
CHG	1730.1120
CHG	1784.9490
AES2	2294.0000
AES2	2382.0000
CNL	3341.2040
CNL	3694.8470
CNL	4161.4100
CNL	4050.2020
CNL	4147.3490
CNL	4215.2620
AEP11	5312.2010
AEP11	5219.5380
AEP11	5130.8490
AEP11	5738.4410
AEP11	5709.3480
AEP11	5754.3730
CSTW	266.4000
CSTW	236.8000
CSTW	232.3000
CSTW	241.4000
CSTW	230.6000
CSTW	215.8000
CV	626.1260
CV	632.1520
CV	710.7460
CV	776.2650
CTL	8254.1950
CTL	22562.7290
CTL	22038.0980
CTL	56139.0000
CTL	54020.0000
CTL	51787.0000
CRDN	854.9970
CRDN	849.7040
CRDN	865.3130
CRDN	948.1310
CYDI	10.3060
CYDI	10.2260
CYDI	10.1660
CYDI	10.9120
CYDI	10.5520
CYDI	10.3530
3089B	903.2820
3089B	915.5530
3089B	927.6880
3089B	923.6780
3089B	920.9750
3089B	913.3820
CJHBQ	645.0090
CHRS.1	1279.6920
CHRS.1	1161.6570
CHRS.1	1022.6580
CHRS.1	1017.9260
MGLN	1417.5640
MGLN	1441.0410
MGLN	1549.4320
MGLN	1341.1670
MGLN	1512.1330
MGLN	1759.2180
CMN	279.1900
CMN	277.8710
CMN	280.6650
CMN	321.4430
CMN	434.8120
CMN	487.6710
CHTT	792.9720
CHTT	801.1600
CKP	985.7160
CKP	1018.3360
CKP	1035.2730
CKP	1044.4810
CKP	859.8090
CKP	799.4930
CHE	760.9240
CHE	819.4700
CHE	830.1610
CHE	795.9050
CHE	859.6260
CHE	893.7010
JPM	2175052.0000
JPM	2175052.0000
JPM	2031989.0000
JPM	2031989.0000
JPM	2117605.0000
JPM	2117605.0000
JPM	2265792.0000
JPM	2265792.0000
JPM	2359141.0000
JPM	2359141.0000
JPM	2415689.0000
JPM	2415689.0000
CSKEQ	648.1000
CPK	385.7940
CPK	617.1020
CPK	670.9930
CPK	709.0660
CPK	733.7460
CPK	837.5220
CLSN	23.6880
CLSN	14.8050
CLSN	2.5250
CLSN	32.6500
CLSN	25.3590
CLSN	45.6710
CVX	161165.0000
CVX	164621.0000
CVX	184769.0000
CVX	209474.0000
CVX	232982.0000
CVX	253753.0000
CVR	25.4090
CVR	23.6270
CVR	23.6590
CVR	24.8580
CVR	25.9120
CVR	28.1570
CFCM	2.4060
EAT	2193.1220
EAT	1948.9470
EAT	1852.1040
EAT	1484.5680
EAT	1436.0720
EAT	1452.6030
CB.1	48429.0000
CB.1	48429.0000
CB.1	50449.0000
CB.1	50449.0000
CB.1	50249.0000
CB.1	50249.0000
CB.1	50865.0000
CB.1	50865.0000
CB.1	52184.0000
CB.1	52184.0000
CB.1	50433.0000
CB.1	50433.0000
CHD	2801.4380
CHD	3118.4460
CHD	2945.1940
CHD	3117.6000
CHD	4098.1000
CHD	4259.7000
1686B	78.3160
CHDN	637.6670
CHDN	725.4020
CHDN	1017.7190
CHDN	948.0220
CHDN	1114.3370
CHDN	1352.2610
CHYR	36.4130
CHYR	37.5730
CHYR	37.4210
CHYR	35.8060
CHYR	15.1150
CHYR	50.6520
AES1	2865.0000
CBB	2086.7000
CBB	2064.3000
CBB	2653.6000
CBB	2714.7000
CBB	2872.4000
CBB	2107.3000
CIN1	12089.0000
CIN1	11511.0000
CIN1	11024.0000
CIN1	10939.0000
CIN1	10560.0000
CIN1	10763.0000
CTAS	3720.9510
CTAS	3969.7360
CTAS	4351.9400
CTAS	4160.9060
CTAS	4345.6320
CTAS	4462.4520
CRBC	13086.0160
CRBC	13086.0160
CRBC	11931.6310
CRBC	11931.6310
CRBC	9965.6450
CRBC	9965.6450
CRBC	9462.8490
CRBC	9462.8490
CRBC	9586.6830
CRBC	9586.6830
CYN	16455.5150
CYN	16455.5150
CYN	21078.7570
CYN	21078.7570
CYN	21353.1180
CYN	21353.1180
CYN	23666.2910
CYN	23666.2910
CYN	28618.4920
CYN	28618.4920
CYN	29717.9510
CYN	29717.9510
CLC	957.8820
CLC	973.8900
CLC	1042.4110
CLC	1134.9330
CLC	1205.5020
CLC	1448.8430
IHRT	21125.4630
IHRT	18047.1010
IHRT	17479.8670
IHRT	16542.0390
IHRT	16292.7130
IHRT	15097.3020
CLF	4111.1000
CLF	4639.3000
CLF	7778.2000
CLF	14541.7000
CLF	13574.9000
CLF	13121.9000
CLDA	120.1970
CLDA	98.9550
CLX	4708.0000
CLX	4576.0000
CLX	4555.0000
CLX	4163.0000
CLX	4355.0000
CLX	4311.0000
COHM	107.4040
COHM	90.0490
CRV	52.4590
CRV	45.4720
CRV	47.7820
CRV	47.7360
CRV	49.6590
CRV	46.2440
FMYR	5.5690
FMYR
FMYR
FMYR	0.0330
FMYR	0.0920
FMYR	0.0110
COKE	1315.7720
COKE	1283.0770
COKE	1307.6220
COKE	1361.1700
COKE	1283.4740
COKE	1276.1560
KO	40519.0000
KO	48671.0000
KO	72921.0000
KO	79974.0000
KO	86174.0000
KO	90055.0000
CDE	2923.8980
CDE	3054.0350
CDE	3157.5270
CDE	3264.4410
CDE	3221.4010
CDE	2885.9780
COHR	806.3830
COHR	753.6040
COHR	803.1040
COHR	843.2660
COHR	880.7720
COHR	966.4780
COHU	344.1690
COHU	330.1180
COHU	366.0430
COHU	361.6080
COHU	334.8730
COHU	345.4230
OMED
OMED
OMED
OMED	107.2050
OMED	79.7680
OMED	333.6850
CL	9979.3000
CL	11134.0000
CL	11172.0000
CL	12724.0000
CL	13394.0000
CL	13876.0000
OSCIQ	174.0330
CCOM	28.8200
CCOM	25.6030
CCOM	24.3180
CCOM	26.5740
CCOM	27.6540
CCOM	28.1280
CGP1	1543.0000
CGP1	1569.0000
CGP1	1542.0000
CGP1	1555.0000
CGP1	1525.0000
CGP1	1505.0000
CCF	90.2970
CCF	91.0660
CCF	123.2010
CCF	128.9090
CCF	216.4870
CCF	224.3600
AEP8	4136.0060
AEP8	4349.5060
AEP8	4504.1900
CMRO	21.5680
CMRO	23.9030
CMRO	12.7610
CMRO	3.9270
CMRO	3.2110
CMRO	1.3370
AON	22940.0000
AON	22940.0000
AON	22958.0000
AON	22958.0000
AON	28982.0000
AON	28982.0000
AON	29552.0000
AON	29552.0000
AON	30486.0000
AON	30486.0000
AON	30251.0000
AON	30251.0000
CMCSA	113017.0000
CMCSA	112733.0000
CMCSA	118534.0000
CMCSA	157818.0000
CMCSA	164971.0000
CMCSA	158813.0000
CDCO	75.4640
CDCO	76.8900
CDCO	65.1500
CDCO	39.9730
CDCO	39.7690
CDCO	38.3040
CMA	67548.0000
CMA	67548.0000
CMA	59249.0000
CMA	59249.0000
CMA	53667.0000
CMA	53667.0000
CMA	61008.0000
CMA	61008.0000
CMA	65359.0000
CMA	65359.0000
CMA	65227.0000
CMA	65227.0000
CBSH	17532.4470
CBSH	17532.4470
CBSH	18120.1890
CBSH	18120.1890
CBSH	18502.3390
CBSH	18502.3390
CBSH	20649.3670
CBSH	20649.3670
CBSH	22159.5890
CBSH	22159.5890
CBSH	23072.0360
CBSH	23072.0360
CGCO	0.6900
CGCO	0.3910
C	1938470.0000
C	1938470.0000
C	1856646.0000
C	1856646.0000
C	1913902.0000
C	1913902.0000
C	1873878.0000
C	1873878.0000
C	1864660.0000
C	1864660.0000
C	1880382.0000
C	1880382.0000
CMC	4746.3710
CMC	3687.5560
CMC	3706.1530
CMC	3683.1310
CMC	3441.2460
CMC	3494.8010
CTIG	15.6350
CTIG	14.9610
CTIG	12.4310
CTIG	15.1240
CTIG	13.1080
CTIG	11.3200
JCS	98.7380
JCS	102.9140
JCS	109.0700
JCS	116.6590
JCS	112.5350
JCS	103.5330
CAR	11318.0000
CAR	10093.0000
CAR	10327.0000
CAR	12938.0000
CAR	15218.0000
CAR	16284.0000
3CMUC
CHCR	4.6050
CHCR	15.2230
CHCR	14.7100
CHCR	15.3160
CHCR	6.1240
CA	11252.0000
CA	11838.0000
CA	12414.0000
CA	11997.0000
CA	11811.0000
CA	12016.0000
CSC	15618.7000
CSC	16455.0000
CSC	16120.0000
CSC	11189.0000
CSC	11251.0000
CSC	11389.0000
CTG	115.8400
CTG	114.7220
CTG	130.2730
CTG	147.4920
CTG	166.2050
CTG	174.4310
CMTL	653.1200
CMTL	938.6710
CMTL	1066.5620
CMTL	937.5090
CMTL	719.7780
CMTL	681.8150
CAG	11073.3000
CAG	11738.0000
CAG	11408.7000
CAG	11441.9000
CAG	20405.3000
CAG	19366.4000
UMAX
UMAX	0.0190
UMAX	0.0000
CHZS	16.1020
CMTX	2.8390
CMTX	2.8350
RAVE	7.8350
RAVE	7.0620
RAVE	8.4580
RAVE	11.1520
RAVE	12.4980
RAVE	12.5350
SSTK
SSTK
SSTK	13.8630
SSTK	24.8550
SSTK	147.1140
SSTK	278.4880
LGZ	35.6290
LGZ	53.5010
NU1	8336.1180
NU1	8364.5640
NU1	8287.5850
NU1	8791.3960
NU1	9142.0880
NU1	8980.5020
CTWS	372.4310
CTWS	415.2760
CTWS	425.2110
CTWS	464.8310
CTWS	578.9750
CTWS	630.8110
CNLG	3.5860
CNLG	2.7810
CNLG	2.3380
CNLG	0.9870
CNLG	0.8140
TCI	1640.0670
TCI	1640.0670
TCI	1608.2870
TCI	1608.2870
TCI	1384.7610
TCI	1384.7610
TCI	1160.3240
TCI	1160.3240
TCI	1045.3440
TCI	1045.3440
TCI	897.6710
TCI	897.6710
ED	33498.0000
ED	33873.0000
ED	36146.0000
ED	39214.0000
ED	41209.0000
ED	40647.0000
CNW	3071.7070
CNW	2896.2170
CNW	2943.7320
CNW	3100.0160
CNW	3141.4640
CNW	3279.9310
BH	520.1360
BH	514.4960
BH	563.8390
BH	672.8600
BH	773.7870
BH	988.5430
CTO	173.1460
CTO	173.1460
CTO	176.5750
CTO	176.5750
CTO	177.7590
CTO	177.7590
CTO	170.2660
CTO	170.2660
CTO	184.6970
CTO	184.6970
CTO	226.1840
CTO	226.1840
CMS	14901.0000
CMS	15256.0000
CMS	15616.0000
CMS	16452.0000
CMS	17131.0000
CMS	17416.0000
NVLD	17.8240
NVLD	26.5970
CUO	93.6660
CUO	82.1120
CUO	79.5610
CUO	75.8710
CUO	71.5450
CUO	71.9620
CLR	2215.8790
CLR	2314.9270
CLR	3591.7850
CLR	5646.0860
CLR	9140.0090
CLR	11941.1820
4622B	10645.2000
CBE	6164.9000
CBE	5984.4000
CBE	6668.6000
CBE	6447.6000
CTB	2042.8960
CTB	2100.3400
CTB	2305.5370
CTB	2501.0050
CTB	2801.1600
CTB	2738.1470
COO	2587.6160
COO	2551.9070
COO	2525.0180
COO	2624.5180
COO	2941.3840
COO	3137.2610
TAP	10416.6000
TAP	12021.1000
TAP	12697.6000
TAP	12423.8000
TAP	16212.2000
TAP	15580.1000
ICMC.1	0.0290
ICMC.1	5.5900
ICMC.1	6.5260
ICMC.1	0.4680
CBYDF	249.9320
CBYDF	270.1750
CBYDF	271.2410
CBYDF	283.9370
CBYDF	253.4120
CBYDF	244.5910
GLW	19256.0000
GLW	21295.0000
GLW	25833.0000
GLW	27848.0000
GLW	29375.0000
GLW	28478.0000
CNIG	33.7860
CNIG	38.9970
CNIG	41.4920
CNIG	45.0050
CNIG	51.6140
CNIG	55.0190
CBDLF	994.9100
CBDLF	986.4120
CBDLF	1032.1390
CBDLF	964.4750
CBDLF	969.9910
CBDLF	1138.6480
CSMO	13.2370
CSMO	9.6130
CSMO	7.0770
CSMO	5.9180
2289B	689.2100
2289B	666.8450
2289B	693.3450
2289B	728.7240
2289B	743.8760
2289B	763.6090
CRRC	240.4980
CRRC	208.4370
CRRC	222.1940
CRRC	213.0260
CRRC	197.3600
CRRC	216.9940
CUZ	1693.7950
CUZ	1693.7950
CUZ	1491.5520
CUZ	1491.5520
CUZ	1371.2820
CUZ	1371.2820
CUZ	1235.5350
CUZ	1235.5350
CUZ	1124.2420
CUZ	1124.2420
CUZ	2273.2060
CUZ	2273.2060
CBRL	1313.7030
CBRL	1245.1810
CBRL	1292.0670
CBRL	1310.8840
CBRL	1418.9920
CBRL	1388.3060
CR	2774.4880
CR	2712.8980
CR	2706.6970
CR	2843.5310
CR	2889.8780
CR	3559.6070
CRD.B	895.2480
CRD.B	742.9050
CRD.B	820.6740
CRD.B	811.6580
CRD.B	844.8230
CRD.B	790.0580
APYI	15.1650
AGC1	26078.4920
AGC1	22587.5970
AGC1	18132.9600
AGC1	15382.4140
AGC1	14654.7710
AGC1	12732.0370
OMF	26547.3750
OMF	22780.1290
OMF	18260.9500
OMF	15494.8880
OMF	14673.5150
OMF	15402.6860
CRED.1	80.5600
CRED.1	52.5520
CRED.1	53.4050
CRED.1	63.9210
CHMT	3064.0000
CHMT	3118.0000
CHMT	2913.0000
CHMT	2855.0000
CHMT	3030.0000
CHMT	2704.0000
ATX	143.9590
ATX	138.4190
ATX	144.6260
ATX	155.4150
ATX	161.3390
CCK	6774.0000
CCK	6532.0000
CCK	6899.0000
CCK	6868.0000
CCK	7490.0000
CCK	8030.0000
CRWS	56.5270
CRWS	41.3920
CRWS	45.7020
CRWS	44.6610
CRWS	44.1630
CRWS	46.2150
CUB	641.2520
CUB	756.3150
CUB	856.0890
CUB	958.8400
CUB	1026.3170
CUB	1108.3750
CFR	15034.1420
CFR	15034.1420
CFR	16288.0380
CFR	16288.0380
CFR	17617.0920
CFR	17617.0920
CFR	20317.2450
CFR	20317.2450
CFR	23124.0690
CFR	23124.0690
CFR	24312.9390
CFR	24312.9390
CFI	95.2940
CFI	112.5980
CFI	130.0510
CFI	144.7160
CFI	144.7060
CFI	160.9350
CMI	8519.0000
CMI	8816.0000
CMI	10402.0000
CMI	11668.0000
CMI	12548.0000
CMI	14728.0000
CW	2042.0300
CW	2142.0410
CW	2242.0180
CW	2652.8370
CW	3114.5880
CW	3458.2740
OXIS	0.5900
OXIS	1.3840
OXIS	0.1850
OXIS	0.1290
OXIS	0.2260
OXIS	0.1470
DST	2509.4000
DST	2912.8000
DST	3339.4000
DST	3428.6000
DST	3392.5000
DST	3090.5000
WEN	4645.6200
WEN	4975.4160
WEN	4732.6540
WEN	4300.6680
WEN	4303.1990
WEN	4363.0400
DAN	5593.0000
DAN	5064.0000
DAN	5099.0000
DAN	5305.0000
DAN	5144.0000
DAN	5129.0000
DHR	17490.1280
DHR	19595.4200
DHR	22217.1300
DHR	29949.4470
DHR	32941.0000
DHR	34672.2000
DAIO	26.8110
DAIO	25.1360
DAIO	29.4240
DAIO	31.3450
DAIO	18.8220
DAIO	17.5020
DRAM	24.5550
DRAM	17.6530
DRAM	14.8200
DRAM	11.4300
DRAM	8.1650
DRAM	7.5720
DSCP	523.7380
7183B	291.0020
7183B	266.0720
7183B	288.3070
7183B	303.7340
7183B	330.9320
7183B	333.3780
DWSN	233.6210
DWSN	237.1570
DWSN	235.0760
DWSN	264.8240
DWSN	279.1750
DWSN	289.0270
DXR	76.8240
DXR	75.1870
DXR	91.1950
DXR	85.7250
TGT	44106.0000
TGT	44533.0000
TGT	43705.0000
TGT	46630.0000
TGT	48163.0000
TGT	44553.0000
AES5	3675.1000
AES5	3641.7000
AES5	3813.3000
AES5	6107.5000
AES5	4247.3000
AES5	3721.5000
7413B
VIEWF	247.2420
VIEWF	281.5050
VIEWF	351.8190
VIEWF	406.7420
VIEWF	380.6930
VIEWF	251.4390
DINIQ	20.1470
DINIQ	16.1710
DE	38734.6000
DE	41132.6000
DE	43266.8000
DE	48207.4000
DE	56265.8000
DE	59521.3000
DE1	21313.6000
DE1	21701.5000
DE1	22624.5000
DE1	24331.3000
DE1	28093.9000
DE1	31664.2000
DGTC	66.3530
DGTC	55.2620
DGTC	39.0290
DGTC	63.3010
DGTC	52.7970
DGTC	52.3830
DVLN	75.0650
DVLN	68.4710
DAL	45014.0000
DAL	43539.0000
DAL	43188.0000
DAL	43499.0000
DAL	44550.0000
DAL	52252.0000
DGAS	170.8150
DGAS	162.5050
DGAS	168.6320
DGAS	174.8960
DGAS	182.8950
DGAS	183.9300
DLX	1218.9850
DLX	1211.2100
DLX	1308.6910
DLX	1388.8090
DLX	1412.4400
DLX	1569.5290
HTEC	1.3570
HTEC	0.4340
DTRX	52.1440
DTRX	47.2420
DTRX	49.4390
DTRX	54.1300
DTRX	37.2910
DTRX	30.1630
DTE	24590.0000
DTE	24195.0000
DTE	24896.0000
DTE	26009.0000
DTE	26339.0000
DTE	25935.0000
DV	1018.3560
DV	1434.2990
DV	1627.8260
DV	1850.5030
DV	1838.6160
DV	1857.0180
DEWY	4.8610
DEWY	4.7920
DEWY	3.7380
DEWY	3.5350
DEWY	4.3350
DEWY	4.0690
AOI	1758.5190
AOI	1911.1990
AOI	1808.3300
AOI	1949.8450
AOI	1911.5790
AOI	1775.2870
DBD	2537.9360
DBD	2554.8650
DBD	2519.7900
DBD	2517.4430
DBD	2592.9870
DBD	2183.4910
NSYS	48.4410
NSYS	41.1290
NSYS	41.5610
NSYS	46.7820
NSYS	44.5150
NSYS	46.0750
DDS	4745.8440
DDS	4606.3270
DDS	4374.1660
DDS	4306.1370
DDS	4048.7440
DDS	4050.7390
DIOD	894.1430
DIOD	1021.8980
DIOD	846.5500
DIOD	793.0640
DIOD	920.0630
DIOD	1162.2580
DNEX	330.4300
DNEX	329.9840
DNEX	361.9880
DION	0.5760
DION	0.6230
DION	0.3280
DION	0.2100
DIS	62497.0000
DIS	63117.0000
DIS	69206.0000
DIS	72124.0000
DIS	74898.0000
DIS	81241.0000
DXYN	252.6630
DXYN	179.0560
DXYN	178.1020
DXYN	182.9430
DXYN	201.7700
DXYN	248.8660
DG	8889.1990
DG	8863.5190
DG	9546.2220
DG	9688.5200
DG	10367.6820
DG	10867.5240
WFSTF	726.0000
WFSTF	576.0000
WFSTF	587.1000
WFSTF	618.4000
WFSTF	606.3000
WFSTF	670.5000
D	42053.0000
D	42554.0000
D	42817.0000
D	45614.0000
D	46838.0000
D	50096.0000
DCI	1548.6220
DCI	1333.9960
DCI	1499.5060
DCI	1726.0930
DCI	1730.0820
DCI	1743.5560
RRD	9494.3000
RRD	8747.6000
RRD	9083.2000
RRD	8281.7000
RRD	7262.7000
RRD	7238.2000
DMLP	139.5620
DMLP	152.7680
DMLP	153.1110
DMLP	142.7690
DMLP	123.8000
DMLP	112.7850
CNSTQ	418.2160
CNSTQ	406.2640
WNEA	14.9000
WNEA	15.2170
WNEA	16.3630
ESCRQ	171.9890
ESCRQ	150.4940
ESCRQ	152.5170
ESCRQ	170.5940
ESCRQ	158.8100
ESCRQ	132.4000
DOV	7867.3040
DOV	7882.4030
DOV	8562.8940
DOV	9501.4500
DOV	10443.9430
DOV	10838.1720
DOW	45474.0000
DOW	65937.0000
DOW	69588.0000
DOW	69224.0000
DOW	69605.0000
DOW	69501.0000
OMC	17318.4000
OMC	17920.7000
OMC	19566.1000
OMC	20505.4000
OMC	22151.9000
OMC	22098.7000
ASNA	1024.4590
ASNA	1131.8210
ASNA	1654.1190
ASNA	1839.6000
ASNA	2807.1000
ASNA	2871.7000
LCRD	74.2900
LCRD	79.2910
DD	36209.0000
DD	38185.0000
DD	40410.0000
DD	48492.0000
DD	49736.0000
DD	51499.0000
ALCSQ	208.7750
ALCSQ	194.8080
ALCSQ	212.7110
ALCSQ	220.4050
ALCSQ	243.8750
ALCSQ	235.0930
DCO	366.1860
DCO	353.9090
DCO	345.4520
DCO	808.0870
DCO	785.0740
DCO	764.1990
DUK	53077.0000
DUK	57040.0000
DUK	59090.0000
DUK	62526.0000
DUK	113856.0000
DUK	114779.0000
DNB	1586.0000
DNB	1749.4000
DNB	1905.5000
DNB	1977.1000
DNB	1991.8000
DNB	1890.3000
FLS	4023.6940
FLS	4248.8940
FLS	4459.9100
FLS	4622.6140
FLS	4810.9580
FLS	5036.7330
DY	789.0360
DY	693.4570
DY	679.5560
DY	724.7550
DY	772.1930
DY	1154.2080
DYNT	18.4280
DYNT	17.0870
DYNT	15.0900
DYNT	14.8190
DYNT	15.2710
DYNT	15.1050
DRCO	208.9300
DRCO	203.6010
DRCO	198.2160
DRCO	323.5600
DRCO	260.0510
COBR	78.9980
COBR	75.7030
COBR	74.3540
COBR	80.5950
COBR	83.4900
COBR	82.8060
DYSL	32.2820
DYSL	31.2230
DYSL	38.9750
DYSL	41.3010
DYSL	37.4650
DYSL	26.6770
PKI	2931.7670
PKI	3064.2420
PKI	3209.3730
PKI	3834.1980
PKI	3901.7620
PKI	3946.7120
MTWD.1	2.9800
MTWD.1	2.3570
MTWD.1	2.4060
MTWD.1	2.1860
MTWD.1	1.8290
STS	125.5250
STS	109.4210
STS	101.5370
STS	104.6970
STS	105.0880
STS	113.5310
EML	106.0170
EML	100.8720
EML	102.3530
EML	106.7000
EML	115.8540
EML	113.8580
EGP	1156.2050
EGP	1156.2050
EGP	1178.5180
EGP	1178.5180
EGP	1183.2760
EGP	1183.2760
EGP	1286.5160
EGP	1286.5160
EGP	1354.1020
EGP	1354.1020
EGP	1473.4120
EGP	1473.4120
KODK	9179.0000
KODK	7691.0000
KODK	6239.0000
KODK	4678.0000
KODK	4286.0000
KODK	3200.0000
ETN	16655.0000
ETN	16282.0000
ETN	17252.0000
ETN	17873.0000
ETN	35848.0000
ETN	35491.0000
EV	968.3550
EV	968.3550
EV	1075.0670
EV	1075.0670
EV	1280.6070
EV	1280.6070
EV	1831.3000
EV	1831.3000
EV	1979.4910
EV	1979.4910
EV	2407.2490
EV	2407.2490
ECL	4756.9000
ECL	5020.9000
ECL	4872.2000
ECL	18240.8000
ECL	17572.3000
ECL	19636.5000
EDUC	19.9410
EDUC	19.3600
EDUC	18.7050
EDUC	18.0110
EDUC	17.9010
EDUC	16.7580
EE	2069.0830
EE	2226.1520
EE	2364.7660
EE	2396.8510
EE	2669.0500
EE	2786.2880
EP	23668.0000
EP	22505.0000
EP	25270.0000
EP	24314.0000
ELN	1844.6000
ELN	2321.3000
ELN	2017.5000
ELN	1743.2000
ELN	1538.6000
ELRC	271.3340
ELRC	276.0680
ELRC	305.9270
ELRC	329.8310
ELRC	318.9260
ELRC	302.0580
ESIO	384.2470
ESIO	394.4180
ESIO	440.1670
ESIO	433.2100
ESIO	322.2080
ESIO	270.2090
ELSE	10.0980
ELSE	11.0340
ELSE	11.5530
ELSE	11.9280
ELSE	13.3380
ELSE	12.6090
ELMG	327.3650
ELMG	374.1450
ELMG	372.9440
ETCIA	0.7590
ETCIA	0.5340
ETCIA
ETCIA
ETCIA	0.7040
ETCIA	0.5520
ELRNF	260.6490
ELRNF	213.0800
ELRNF	250.3380
ELRNF	208.0540
ELRNF	197.0820
ELRNF	212.9020
EMR	21040.0000
EMR	19763.0000
EMR	22843.0000
EMR	23861.0000
EMR	23818.0000
EMR	24711.0000
MSN	86.0440
MSN	69.2560
MSN	76.7160
MSN	78.6840
MSN	84.2840
MSN	79.2490
EDE	1713.8460
EDE	1839.8460
EDE	1921.3110
EDE	2021.8350
EDE	2126.3690
EDE	2145.0450
ELX	699.0560
ELX	658.9180
ELX	689.4500
ELX	702.8390
ELX	712.9590
ELX	710.7090
SORL	114.5070
SORL	133.3790
SORL	191.3790
SORL	234.5280
SORL	243.5610
SORL	252.9800
EGN	3775.4040
EGN	3803.1180
EGN	4363.5600
EGN	5237.4160
EGN	6175.8900
EGN	6622.2120
ENERQ	1041.9670
ENERQ	1069.1780
ENERQ	688.3210
ENERQ	388.4780
WFT	16476.5130
WFT	18866.1830
WFT	19131.6540
WFT	21051.0000
WFT	22795.0000
WFT	21977.0000
ATO	6386.6990
ATO	6343.7660
ATO	6763.7910
ATO	7282.8710
ATO	7495.6750
ATO	7940.4010
MARA
MARA	4.0170
MARA	12.9550
EBF	436.3800
EBF	432.6990
EBF	473.7280
EBF	531.9620
EBF	495.2920
EBF	536.3470
ENZN	349.2530
ENZN	332.7490
ENZN	488.8570
ENZN	343.2090
ENZN	199.7810
ENZN	7.1210
VKSC	219.6400
VKSC	277.6500
VKSC	337.2400
VKSC	339.8180
VKSC	346.2610
VKSC	402.0280
ETCC	34.9280
ETCC	51.7290
ETCC	54.0510
ETCC	67.7860
ETCC	60.5680
ETCC	56.1920
ENZ	154.5220
ENZ	133.1280
ENZ	115.2450
ENZ	109.4740
ENZ	69.1230
ENZ	58.9580
EFX	3260.3000
EFX	3550.5000
EFX	3433.6000
